classmark,title,date_from,date_to,summary,medical_terms
MS-TS-AS-00214-00066,Medical,0500-01-01,1899-12-31,"Physiological text dealing with blood and its functions, and the pneuma. Part of a post-medieval codex.","['blood', 'physiological', 'pneuma']"
MS-TS-AS-00216-00200,Medical,0500-01-01,1899-12-31,"Medical recipe, which mentions senna, Cassis fistula, and land lavender. Probably from a private notebook. On verso, remnants of a biblical quotation, beginning with ויקרא.","['cassis', 'fistula', 'lavender', 'medical', 'senna']"
MS-TS-AS-00219-00152,Medical,0500-01-01,1899-12-31,"Fragment from a recipe, probably from a notebook, which contains ceruse (white lead), thus probably an eye remedy.","['ceruse', 'eye', 'lead', 'remedy']"
MS-TS-AS-00219-00163,Medical,0500-01-01,1899-12-31,"Fragment from a recipe, probably from a private notebook, with instructions to pound ingredients mixed with chalk and starch.","['chalk', 'starch']"
MS-TS-NS-00164-00169,Medical,0500-01-01,1899-12-31,"Passage from a medical work on ophthalmology, in particular the blockage of the optic nerves leading to dimness of vision and blindness.","['blindness', 'blockage', 'dimness', 'medical', 'nerve', 'ophthalmology', 'optic', 'vision']"
MS-LG-BIBLE-00003-00033,Bible; medical,0900-01-01,1599-12-31,"Recto: Numbers 31:50-54. Verso: jottings and the title page of a work by ʿAlī Ibn ʿIsa al-Kaḥḥāl on eye complaints, very likely to be his famous Taḏkhirat al-Kaḥḥālīn (Memorandum for opticians).","['eye', 'optician']"
MS-OR-01080-00001-00063,Medical,0500-01-01,1899-12-31,"Pharmacopoeia, containing diagrams and symbols (including drawings of stars of David). Includes recipes to treat headache, difficulty in passing urine, toothache and facial palsy.","['facial', 'headache', 'palsy', 'pharmacopoeia', 'star', 'toothache', 'treat', 'urine']"
MS-OR-01080-00001-00072,Medical,0500-01-01,1899-12-31,"Discussion of various medical treatments, regimens and medicaments, including the use of aloes as a purgative. Also discusses types of fevers.","['aloe', 'fever', 'medical', 'medicament', 'purgative', 'regimen', 'treatment']"
MS-OR-01080-00001-00081,Medical,0500-01-01,1899-12-31,"Medical work on the composition of the body, classifying illnesses according to the opinion of two ‘parties’ (firqah).","['body', 'firqah', 'illness', 'medical']"
MS-OR-01080-00001-00087,Medical,1213-01-01,1233-12-31,"Recto: a short medical recipe. Verso: a responsum in a literary style concerning a dispute between husband and wife, written in the hand of Yeḥiʾel b. Elyaqim (active 1213-1233 CE).","['hand', 'medical']"
MS-OR-01080-00002-00070,Medical,1100-01-01,1199-12-31,"Autograph draft of a medical work by Moses Maimonides, including the beginning of the sixth discourse dealing with colic, dysentry, melaena, stomach complaints and wind, citing Galen.","['colic', 'dysentry', 'galen', 'medical', 'melaena', 'stomach']"
MS-OR-01080-00002-00074,Medical,0500-01-01,1899-12-31,"Medical treatise on the treatment of swelling and its concomitant pain and heat, with recipes.","['heat', 'medical', 'pain', 'swelling', 'treatment']"
MS-MOSSERI-I-00117,Medical,0500-01-01,1899-12-31,"Collection of popular medical remedies, featuring a number of recipes for improving sexual activity and fertility. Simples mentioned include: milk, pig, hearts of rabbits and black male cats, goat’s blood, the tail of black male dog, and saffron.","['blood', 'cat', 'dog', 'fertility', 'goat', 'heart', 'medical', 'milk', 'pig', 'rabbit', 'remedy', 'saffron', 'sexual', 'tail']"
MS-MOSSERI-III-00070-00002,Medical,0500-01-01,1899-12-31,Very damaged fragment of a pharmacopoeial medical work.,"['medical', 'pharmacopoeial']"
MS-MOSSERI-III-00085-00001,Medical,0500-01-01,1899-12-31,"Fragment of a medical work on pharmacopoeia, describing the preparation of compound remedies. Here dealing mostly with remedies for fevers, and mentioning simples such as lemon, quince, pomegranate, onion, and wine.","['fever', 'lemon', 'medical', 'onion', 'pharmacopoeia', 'pomegranate', 'preparation', 'quince', 'remedy', 'wine']"
MS-MOSSERI-IV-00062-00002,Letter; medical,0500-01-01,1899-12-31,"Recto: a letter mentioning Abū Surūr and Abū Jacob. Verso: list of medical simples, including saffron, sugar, aloe, camphor, honey, and alum.","['aloe', 'alum', 'camphor', 'honey', 'medical', 'saffron', 'sugar']"
MS-MOSSERI-VII-00159-00002,Letter; medical,0500-01-01,1899-12-31,"Letter from Ibn Hanzar (?) to the trader Abū l-Muḥsin, including a request for medicinal substances.",['medicinal']
MS-OR-01081-00001-00021,Medical,0500-01-01,1899-12-31,"Ibn al-Bayṯar, al-Jāmiʿ li-mufradāt (‘Compendium of simple medicaments’), corresponding to I: 39-41 in the 1874 Būlāq edition.",['medicament']
MS-OR-01081-00001-00029,Medical,0500-01-01,1899-12-31,"Page from a medical work, with a discussion of the ‘critical days’.",['medical']
MS-OR-01081-00001-00078,Medical,0500-01-01,1899-12-31,"Collection of recipes and instructions for preparations, possibly from a notebook for personal use. The recipes include materia medica such as copper, ammonia, and salt. A substance called אבק is mentioned in most of the recipes.","['ammonia', 'medica', 'preparation', 'salt']"
MS-OR-01081-00002-00050,Bible; medical; narrative,0500-01-01,1899-12-31,"Recto: Genesis 1:1-4 and 1:14 from the Hebrew Bible. Verso: possibly the beginning of a story in Judaeo-Arabic of an ascetic man passing a doctor’s office, where the treatments for a boy’s ailments, such as medication, pills, bloodletting and urine analysis, are being loudly discussed.","['ailment', 'ascetic', 'bloodletting', 'boy', 'doctor', 'medication', 'pill', 'treatment', 'urine']"
MS-OR-01081-J-00060,Medical,0500-01-01,1899-12-31,"Medical remedies with ingredients such as Roman bole, cinnamon, chalk, tragacanth, liquorice, and pomegranate seeds, possibly from a booklet for personal use.","['chalk', 'cinnamon', 'liquorice', 'medical', 'pomegranate', 'remedy', 'tragacanth']"
MS-OR-01081-J-00071,Letter; medical,0500-01-01,1899-12-31,"Recto: letter to Abū l-Ṭāhir (?). Verso: recipes featuring cheese, lemon, meat, fish, and chicken.","['cheese', 'chicken', 'lemon', 'meat']"
MS-TS-00012-00823,Medical; jottings,0500-01-01,1899-12-31,"Recto: opening of the 24th chapter of a medical work, dealing with headaches and migraines, their cause, symptoms and treatment. Verso: jottings of a title page for the third part of Maimonides, Guide for the perplexed, and other pen exercises.","['cause', 'exercise', 'headache', 'medical', 'migraine', 'treatment']"
MS-TS-AR-00011-00018,Medical,0500-01-01,1899-12-31,"Two bifolia from a medical work presented in the form of questions and answers, and written in an elegant semi-kufic script with rubricated chapter headings. The extant text preserves parts of chapters 59-60, 63-64, covering the topics of alcoholism, memory loss and diet.","['alcoholism', 'diet', 'medical']"
MS-TS-AR-00011-00026,Medical,0500-01-01,1899-12-31,"A medical text dealing with the anatomy of the heart, the lungs and the liver.","['anatomy', 'heart', 'liver', 'lung', 'medical']"
MS-TS-AR-00011-00027,Medical,0500-01-01,1899-12-31,"A text on urine, according to Galenic medicine. Urine is here examined for its appearance, colour, consistency, presence of solid precipitates or froth.","['colour', 'froth', 'medicine', 'urine']"
MS-TS-AR-00011-00028,Medical; culinary,0500-01-01,1899-12-31,"Notes on the preparation of food. The medical purpose of the foodstuffs described is not made explicit. The text includes pickling of vegetables in vinegar, the preparation of rose water and another, meat-based, recipe.","['food', 'foodstuff', 'meat-based', 'medical', 'pickling', 'preparation', 'rose', 'vegetable', 'vinegar', 'water']"
MS-TS-AR-00011-00029,Medical,0500-01-01,1899-12-31,"Two pages from Saʿīd ibn Hibat Allāh, Al-muḡnī fī l-ṭibb (‘The sufficient book on medicine’), dealing with ailments of the reproductive and urinary systems, like priapism, impotence, colics, kidney problems, stones and sand in the urine. There are tables with rubricated borders listing the names of diseases, their symptoms and treatment","['ailment', 'colic', 'disease', 'hibat', 'impotence', 'kidney', 'medicine', 'priapism', 'reproductive', 'treatment', 'urinary', 'urine']"
MS-TS-AR-00011-00030,Medical,0500-01-01,1899-12-31,"From an unidentified medical work. The extant text discusses foot problems and dispenses advice to the traveller. Illnesses under discussion include gangrenous infections and abscesses. The text describes the scraping of necrotic tissue, together with the treatment of cracked heels. Travellers are advised to undergo phlebotomy before setting off.","['abscess', 'cracked', 'foot', 'gangrenous', 'heel', 'illness', 'infection', 'medical', 'necrotic', 'phlebotomy', 'scraping', 'tissue', 'treatment']"
MS-TS-AR-00011-00031,Medical,0500-01-01,1899-12-31,"Headings of chapters are in decorative Arabic script. The text describes the preparation of a ‘Great medicine’, of perfumes and ointments for Da‘awud (?) ibn Moses. The recipe for the fragrances is attributed to Galen (f. 1v line 8). The preparations appear to be mostly based on Avicenna’s Al-qanūn fī l-ṭibb (‘Canon of medicine’; ed. Būlāq, III:342, 345, 405).","['galen', 'medicine', 'ointment', 'perfume', 'preparation']"
MS-TS-AR-00011-00032,Medical,0500-01-01,1899-12-31,"Part of what was probably a medical notebook, containing various notes on the treatment of different illnesses, including throat infections, coughs, diarrhoea, facial paralysis and confusion.","['cough', 'diarrhoea', 'facial', 'illness', 'infection', 'medical', 'paralysis', 'treatment']"
MS-TS-AR-00011-00034,Medical,0500-01-01,1899-12-31,A medical work on the treatment of wounds. Fol. 1r presents a recipe composed of dry and wet drugs that need to be mixed together and applied to wounds on the hands and feet. Fol. 2r has the opening of ‘chapter 26 on wounds caused by sword cuts’.,"['caused', 'cut', 'drug', 'foot', 'hand', 'medical', 'treatment', 'wound']"
MS-TS-AR-00011-00036,Medical,0500-01-01,1899-12-31,"Table of contents from a medical treatise. The legible chapter headings go from 28 to 73 and deal with the liver, stomach, tooth diseases and children’s health.","['child', 'disease', 'health', 'liver', 'medical', 'stomach', 'tooth']"
MS-TS-AR-00019-00008,Medical,0500-01-01,1899-12-31,"From Ibn Buṭlān, Daʿwat al-aṭibbāʾ (‘The banquet of the physicians’), corresponding to chapter 9 of the work (ed. Klein-Franke, 1984, pp. 54-57).",['physician']
MS-TS-AR-00019-00021,Medical,0500-01-01,1899-12-31,"From a lexicon of materia medica, with entries beginning with the letter alif. The text is badly damaged and largely illegible. There is mention of Muḥammad ibn Zakariyya Al-Rāzī’s Kitāb al-muršid (‘The guide’) and Kitāb al-Hawī (‘The comprehensive book’).",['medica']
MS-TS-AR-00021-00112-A,Medical; autograph,0500-01-01,1899-12-31,"Maimonides’ epitome of Galen’s περὶ τῶν πεπονθότων τόπων (De locis affectis), from the second and third treatises, in Judaeo-Arabic, in Maimonides’ own hand. On the margin of P1 f.2v there is an example of Maimonides’ Arabic handwriting.","['galen', 'hand', 'locis']"
MS-TS-AR-00029-00017,Medical,0500-01-01,1899-12-31,"From an Arabic copy of ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), comprising chapters 57-59 of the Second Discourse, dealing with problems of the cornea: detachment, cancer, boils (ed. Hyderabad 1964, pp. 230-232).","['boil', 'cancer', 'cornea', 'optician']"
MS-TS-AR-00029-00079,Medical,0500-01-01,1899-12-31,"From an elegant medical book, dealing with physiology. Recto: the faculties (mineral, animal, human) and natural and non-natural factors that interest the body. Verso: the arteries and the circulation of pneuma in the body.","['animal', 'body', 'human', 'medical', 'mineral', 'physiology', 'pneuma']"
MS-TS-AR-00030-00016,Medical,0500-01-01,1899-12-31,"Medical recipe, of uncertain purpose, with Naša Isḥāq (?) as the first ingredient.",['medical']
MS-TS-AR-00030-00031,Medical,0500-01-01,1899-12-31,"Part of a medical work, here dealing with apoplexy and ailments causing immobility and lack of sensation in the body. Galen is mentioned in the rubricated heading on both recto and verso.","['ailment', 'apoplexy', 'body', 'causing', 'galen', 'immobility', 'medical']"
MS-TS-AR-00030-00119,Medical,0500-01-01,1899-12-31,"An Arabic pharmacological text, including various recipes for drugs mostly based on vegetable ingredients and aimed at curing the digestive system.","['curing', 'drug', 'pharmacological', 'vegetable']"
MS-TS-AR-00030-00246,Medical; astrology,0500-01-01,1899-12-31,"Medico-astrological text in which instructions for the preparation of drugs (like the first one on the page, for a potion with myrobalan and dodder) are paired with descriptions of the 12 houses of the zodiac (here the ‘sting of Scorpio’ on recto and the ‘house of Cancer’ on verso) and their influences on health.","['cancer', 'dodder', 'drug', 'health', 'medico-astrological', 'myrobalan', 'potion', 'preparation', 'sting']"
MS-TS-AR-00030-00256,Medical,0500-01-01,1899-12-31,"A medical text on illness and treatment, but in a poor state of preservation.","['illness', 'medical', 'treatment']"
MS-TS-AR-00030-00257,Medical,0500-01-01,1899-12-31,Leaf from a medical work dealing with skin ailments and their treatment.,"['ailment', 'medical', 'skin', 'treatment']"
MS-TS-AR-00030-00310,Medical; document; oneirology,0500-01-01,1899-12-31,"Composite fragment made up of: an Arabic administrative document (verso, main text); a pharmaceutical recipe (verso, interlinear text and marginalia on recto and verso); a work on dream interpretation with various iterations of the formula ‘He who sees that he…’ followed by examples of dreams and their interpretation.",['pharmaceutical']
MS-TS-AR-00034-00056,Medical,0500-01-01,1899-12-31,List of simples from a collection of materia medica with quantities expressed in dirhams.,['medica']
MS-TS-AR-00034-00120,Medical; accounts,0500-01-01,1899-12-31,"A very damaged fragment containing the names of drugs and numerals, possibly a record of expenses for the purchase of medicinal substances.","['drug', 'medicinal']"
MS-TS-AR-00034-00150,Medical,1554,1554,"Medical recipe for Abū Surūr, written on 18th of Tišrīn al-Awwal (October) 1554. Ingredients include senna, plums, tamarind and scammony. Verso: unidentified short text (possibly another medical note), mentioning the Šaykh Abū Šurūr.","['medical', 'plum', 'scammony', 'senna', 'tamarind']"
MS-TS-AR-00034-00217,Medical,0500-01-01,1899-12-31,"Medical recipe to treat an unidentified ailment. Ingredients include tamarind, quince, spinach, caraway and mint.","['ailment', 'caraway', 'medical', 'mint', 'quince', 'spinach', 'tamarind', 'treat']"
MS-TS-AR-00034-00341,Medical,0500-01-01,1899-12-31,"List of simples, including sandalwood, arsenic, white lead and other organic and inorganic materials.","['arsenic', 'lead', 'sandalwood']"
