classmark,token
MS-TS-AR-00043-00092,on
MS-TS-AR-00043-00092,avicenna
MS-TS-AR-00043-00092,al-qanūn
MS-TS-AR-00043-00092,fī
MS-TS-AR-00043-00092,l-ṭibb
MS-TS-AR-00043-00092,canon
MS-TS-AR-00043-00092,of
MS-TS-AR-00043-00092,medicine
MS-TS-AR-00043-00092,ed
MS-TS-AR-00043-00092,būlāq
MS-TS-AR-00043-00092,belongs
MS-TS-AR-00043-00092,with
MS-TS-AR-00043-00092,t-s
MS-TS-AR-00043-00098,bifolium
MS-TS-AR-00043-00098,from
MS-TS-AR-00043-00098,work
MS-TS-AR-00043-00098,on
MS-TS-AR-00043-00098,pharmacopeia
MS-TS-AR-00043-00098,preserving
MS-TS-AR-00043-00098,heading
MS-TS-AR-00043-00098,for
MS-TS-AR-00043-00098,chapter
MS-TS-AR-00043-00098,and
MS-TS-AR-00043-00098,recipe
MS-TS-AR-00043-00098,for
MS-TS-AR-00043-00098,pill
MS-TS-AR-00043-00098,pastille
MS-TS-AR-00043-00098,and
MS-TS-AR-00043-00098,paste
MS-TS-AR-00043-00098,instruction
MS-TS-AR-00043-00098,for
MS-TS-AR-00043-00098,the
MS-TS-AR-00043-00098,treatment
MS-TS-AR-00043-00098,of
MS-TS-AR-00043-00098,severe
MS-TS-AR-00043-00098,coughing
MS-TS-AR-00043-00098,and
MS-TS-AR-00043-00098,vomiting
MS-TS-AR-00043-00098,in
MS-TS-AR-00043-00098,child
MS-TS-AR-00043-00098,tinea
MS-TS-AR-00043-00098,ringworm
MS-TS-AR-00043-00098,of
MS-TS-AR-00043-00098,the
MS-TS-AR-00043-00098,scalp
MS-TS-AR-00043-00098,and
MS-TS-AR-00043-00098,swollen
MS-TS-AR-00043-00098,spleen
MS-TS-AR-00043-00101,bifolium
MS-TS-AR-00043-00101,from
MS-TS-AR-00043-00101,treatise
MS-TS-AR-00043-00101,on
MS-TS-AR-00043-00101,ophthalmology
MS-TS-AR-00043-00101,here
MS-TS-AR-00043-00101,describing
MS-TS-AR-00043-00101,recipe
MS-TS-AR-00043-00101,for
MS-TS-AR-00043-00101,preparing
MS-TS-AR-00043-00101,collyrium
MS-TS-AR-00043-00101,eye
MS-TS-AR-00043-00101,wash
MS-TS-AR-00043-00101,for
MS-TS-AR-00043-00101,treating
MS-TS-AR-00043-00101,eye
MS-TS-AR-00043-00101,pannus
MS-TS-AR-00043-00101,itching
MS-TS-AR-00043-00101,of
MS-TS-AR-00043-00101,the
MS-TS-AR-00043-00101,eyelid
MS-TS-AR-00043-00101,thickening
MS-TS-AR-00043-00101,of
MS-TS-AR-00043-00101,the
MS-TS-AR-00043-00101,eyelid
MS-TS-AR-00043-00101,abscess
MS-TS-AR-00043-00101,of
MS-TS-AR-00043-00101,the
MS-TS-AR-00043-00101,lachrymal
MS-TS-AR-00043-00101,gland
MS-TS-AR-00043-00101,and
MS-TS-AR-00043-00101,fistula
MS-TS-AR-00043-00102,bifolium
MS-TS-AR-00043-00102,from
MS-TS-AR-00043-00102,small
MS-TS-AR-00043-00102,medical
MS-TS-AR-00043-00102,booklet
MS-TS-AR-00043-00102,dealing
MS-TS-AR-00043-00102,with
MS-TS-AR-00043-00102,the
MS-TS-AR-00043-00102,relationship
MS-TS-AR-00043-00102,between
MS-TS-AR-00043-00102,doctor
MS-TS-AR-00043-00102,and
MS-TS-AR-00043-00102,patient
MS-TS-AR-00043-00102,and
MS-TS-AR-00043-00102,in
MS-TS-AR-00043-00102,particular
MS-TS-AR-00043-00102,with
MS-TS-AR-00043-00102,the
MS-TS-AR-00043-00102,patient
MS-TS-AR-00043-00102,gratitude
MS-TS-AR-00043-00102,if
MS-TS-AR-00043-00102,treatment
MS-TS-AR-00043-00102,is
MS-TS-AR-00043-00102,successful
MS-TS-AR-00043-00106,leaf
MS-TS-AR-00043-00106,from
MS-TS-AR-00043-00106,al-majūsī
MS-TS-AR-00043-00106,kāmil
MS-TS-AR-00043-00106,al-ṣināʿat
MS-TS-AR-00043-00106,al-ṭibbiyya
MS-TS-AR-00043-00106,the
MS-TS-AR-00043-00106,complete
MS-TS-AR-00043-00106,art
MS-TS-AR-00043-00106,of
MS-TS-AR-00043-00106,medicine
MS-TS-AR-00043-00106,from
MS-TS-AR-00043-00106,the
MS-TS-AR-00043-00106,discourse
MS-TS-AR-00043-00106,of
MS-TS-AR-00043-00106,the
MS-TS-AR-00043-00106,first
MS-TS-AR-00043-00106,part
MS-TS-AR-00043-00106,dealing
MS-TS-AR-00043-00106,with
MS-TS-AR-00043-00106,the
MS-TS-AR-00043-00106,cause
MS-TS-AR-00043-00106,and
MS-TS-AR-00043-00106,type
MS-TS-AR-00043-00106,of
MS-TS-AR-00043-00106,fever
MS-TS-AR-00043-00106,ephemeral
MS-TS-AR-00043-00106,septic
MS-TS-AR-00043-00106,and
MS-TS-AR-00043-00106,phthisic
MS-TS-AR-00043-00106,ed
MS-TS-AR-00043-00106,būlāq
MS-TS-AR-00043-00112,leaf
MS-TS-AR-00043-00112,from
MS-TS-AR-00043-00112,work
MS-TS-AR-00043-00112,on
MS-TS-AR-00043-00112,pharmacopoeia
MS-TS-AR-00043-00112,dealing
MS-TS-AR-00043-00112,with
MS-TS-AR-00043-00112,the
MS-TS-AR-00043-00112,preparation
MS-TS-AR-00043-00112,of
MS-TS-AR-00043-00112,dermatological
MS-TS-AR-00043-00112,ointment
MS-TS-AR-00043-00112,for
MS-TS-AR-00043-00112,skin
MS-TS-AR-00043-00112,condition
MS-TS-AR-00043-00114,from
MS-TS-AR-00043-00114,work
MS-TS-AR-00043-00114,on
MS-TS-AR-00043-00114,pharmacopoeia
MS-TS-AR-00043-00114,discussing
MS-TS-AR-00043-00114,various
MS-TS-AR-00043-00114,preparation
MS-TS-AR-00043-00114,including
MS-TS-AR-00043-00114,one
MS-TS-AR-00043-00114,for
MS-TS-AR-00043-00114,curing
MS-TS-AR-00043-00114,wet
MS-TS-AR-00043-00114,dream
MS-TS-AR-00043-00117,leaf
MS-TS-AR-00043-00117,from
MS-TS-AR-00043-00117,medical
MS-TS-AR-00043-00117,work
MS-TS-AR-00043-00117,dealing
MS-TS-AR-00043-00117,with
MS-TS-AR-00043-00117,disease
MS-TS-AR-00043-00117,of
MS-TS-AR-00043-00117,the
MS-TS-AR-00043-00117,intestine
MS-TS-AR-00043-00117,and
MS-TS-AR-00043-00117,their
MS-TS-AR-00043-00117,treatment
MS-TS-AR-00043-00129,leaf
MS-TS-AR-00043-00129,from
MS-TS-AR-00043-00129,medical
MS-TS-AR-00043-00129,work
MS-TS-AR-00043-00129,dealing
MS-TS-AR-00043-00129,with
MS-TS-AR-00043-00129,the
MS-TS-AR-00043-00129,anatomy
MS-TS-AR-00043-00129,of
MS-TS-AR-00043-00129,bone
MS-TS-AR-00043-00129,cartilage
MS-TS-AR-00043-00129,nerve
MS-TS-AR-00043-00129,tendon
MS-TS-AR-00043-00129,and
MS-TS-AR-00043-00129,blood
MS-TS-AR-00043-00129,vessel
MS-TS-AR-00043-00130,judaeo-arabic
MS-TS-AR-00043-00130,version
MS-TS-AR-00043-00130,of
MS-TS-AR-00043-00130,hippocrates
MS-TS-AR-00043-00130,aphorism
MS-TS-AR-00043-00132,bifolium
MS-TS-AR-00043-00132,from
MS-TS-AR-00043-00132,work
MS-TS-AR-00043-00132,on
MS-TS-AR-00043-00132,materia
MS-TS-AR-00043-00132,medica
MS-TS-AR-00043-00132,here
MS-TS-AR-00043-00132,listing
MS-TS-AR-00043-00132,simple
MS-TS-AR-00043-00132,whose
MS-TS-AR-00043-00132,name
MS-TS-AR-00043-00132,begin
MS-TS-AR-00043-00132,with
MS-TS-AR-00043-00132,the
MS-TS-AR-00043-00132,letter
MS-TS-AR-00043-00132,kāf
MS-TS-AR-00043-00132,and
MS-TS-AR-00043-00132,mīm
MS-TS-AR-00043-00132,camphor
MS-TS-AR-00043-00132,cubeb
MS-TS-AR-00043-00132,amber
MS-TS-AR-00043-00132,galen
MS-TS-AR-00043-00132,and
MS-TS-AR-00043-00132,dioscorides
MS-TS-AR-00043-00132,are
MS-TS-AR-00043-00132,mentioned
MS-TS-AR-00043-00138,page
MS-TS-AR-00043-00138,from
MS-TS-AR-00043-00138,medical
MS-TS-AR-00043-00138,work
MS-TS-AR-00043-00138,here
MS-TS-AR-00043-00138,dealing
MS-TS-AR-00043-00138,with
MS-TS-AR-00043-00138,epistaxis
MS-TS-AR-00043-00138,nosebleed
MS-TS-AR-00043-00138,and
MS-TS-AR-00043-00138,it
MS-TS-AR-00043-00138,treatment
MS-TS-AR-00043-00138,with
MS-TS-AR-00043-00138,astringent
MS-TS-AR-00043-00138,and
MS-TS-AR-00043-00138,antihemorrhagic
MS-TS-AR-00043-00138,medicament
MS-TS-AR-00043-00141,leaf
MS-TS-AR-00043-00141,from
MS-TS-AR-00043-00141,medico-philosophical
MS-TS-AR-00043-00141,book
MS-TS-AR-00043-00141,dealing
MS-TS-AR-00043-00141,with
MS-TS-AR-00043-00141,general
MS-TS-AR-00043-00141,definition
MS-TS-AR-00043-00141,of
MS-TS-AR-00043-00141,the
MS-TS-AR-00043-00141,body
MS-TS-AR-00043-00141,and
MS-TS-AR-00043-00141,it
MS-TS-AR-00043-00141,function
MS-TS-AR-00043-00141,the
MS-TS-AR-00043-00141,faculty
MS-TS-AR-00043-00141,of
MS-TS-AR-00043-00141,the
MS-TS-AR-00043-00141,body
MS-TS-AR-00043-00141,sensation
MS-TS-AR-00043-00141,learning
MS-TS-AR-00043-00141,and
MS-TS-AR-00043-00141,the
MS-TS-AR-00043-00141,function
MS-TS-AR-00043-00141,of
MS-TS-AR-00043-00141,memory
MS-TS-AR-00043-00142,bifolium
MS-TS-AR-00043-00142,from
MS-TS-AR-00043-00142,booklet
MS-TS-AR-00043-00142,on
MS-TS-AR-00043-00142,materia
MS-TS-AR-00043-00142,medica
MS-TS-AR-00043-00142,with
MS-TS-AR-00043-00142,instruction
MS-TS-AR-00043-00142,for
MS-TS-AR-00043-00142,treating
MS-TS-AR-00043-00142,colic
MS-TS-AR-00043-00142,and
MS-TS-AR-00043-00142,recipe
MS-TS-AR-00043-00142,for
MS-TS-AR-00043-00142,aperient
MS-TS-AR-00043-00142,and
MS-TS-AR-00043-00142,syrup
MS-TS-AR-00043-00142,simple
MS-TS-AR-00043-00142,listed
MS-TS-AR-00043-00142,include
MS-TS-AR-00043-00142,asafoetida
MS-TS-AR-00043-00142,cumin
MS-TS-AR-00043-00142,borax
MS-TS-AR-00043-00142,mustard
MS-TS-AR-00043-00142,and
MS-TS-AR-00043-00142,bdellium
MS-TS-AR-00043-00143,leaf
MS-TS-AR-00043-00143,from
MS-TS-AR-00043-00143,ʿalī
MS-TS-AR-00043-00143,ibn
MS-TS-AR-00043-00143,ʿīsā
MS-TS-AR-00043-00143,taḏkirat
MS-TS-AR-00043-00143,al-kaḥḥālīn
MS-TS-AR-00043-00143,memorandum
MS-TS-AR-00043-00143,for
MS-TS-AR-00043-00143,optician
MS-TS-AR-00043-00143,second
MS-TS-AR-00043-00143,discourse
MS-TS-AR-00043-00143,end
MS-TS-AR-00043-00143,of
MS-TS-AR-00043-00143,chapter
MS-TS-AR-00043-00143,and
MS-TS-AR-00043-00143,beginning
MS-TS-AR-00043-00143,of
MS-TS-AR-00043-00143,chapter
MS-TS-AR-00043-00143,ed
MS-TS-AR-00043-00143,hyderabad
MS-TS-AR-00043-00143,pp
MS-TS-AR-00043-00144,bifolium
MS-TS-AR-00043-00144,from
MS-TS-AR-00043-00144,work
MS-TS-AR-00043-00144,on
MS-TS-AR-00043-00144,theoretical
MS-TS-AR-00043-00144,medicine
MS-TS-AR-00043-00144,dealing
MS-TS-AR-00043-00144,with
MS-TS-AR-00043-00144,the
MS-TS-AR-00043-00144,four
MS-TS-AR-00043-00144,humour
MS-TS-AR-00043-00144,and
MS-TS-AR-00043-00144,the
MS-TS-AR-00043-00144,four
MS-TS-AR-00043-00144,temperament
MS-TS-AR-00043-00147,leaf
MS-TS-AR-00043-00147,from
MS-TS-AR-00043-00147,medical
MS-TS-AR-00043-00147,work
MS-TS-AR-00043-00147,in
MS-TS-AR-00043-00147,judaeo-arabic
MS-TS-AR-00043-00147,dealing
MS-TS-AR-00043-00147,with
MS-TS-AR-00043-00147,mental
MS-TS-AR-00043-00147,illness
MS-TS-AR-00043-00147,including
MS-TS-AR-00043-00147,madness
MS-TS-AR-00043-00147,lethargy
MS-TS-AR-00043-00147,meningitis
MS-TS-AR-00043-00147,and
MS-TS-AR-00043-00147,illness
MS-TS-AR-00043-00147,that
MS-TS-AR-00043-00147,affect
MS-TS-AR-00043-00147,the
MS-TS-AR-00043-00147,ventricle
MS-TS-AR-00043-00147,of
MS-TS-AR-00043-00147,the
MS-TS-AR-00043-00147,brain
MS-TS-AR-00043-00151,judaeo-arabic
MS-TS-AR-00043-00151,version
MS-TS-AR-00043-00151,of
MS-TS-AR-00043-00151,the
MS-TS-AR-00043-00151,arabic
MS-TS-AR-00043-00151,translation
MS-TS-AR-00043-00151,of
MS-TS-AR-00043-00151,galen
MS-TS-AR-00043-00151,de
MS-TS-AR-00043-00151,colera
MS-TS-AR-00043-00151,nigra
MS-TS-AR-00043-00151,kitāb
MS-TS-AR-00043-00151,fī
MS-TS-AR-00043-00151,l-mirrah
MS-TS-AR-00043-00151,al-sawdāʾ
MS-TS-AR-00043-00151,by
MS-TS-AR-00043-00151,stephanus
MS-TS-AR-00043-00151,son
MS-TS-AR-00043-00151,of
MS-TS-AR-00043-00151,basilius
MS-TS-AR-00043-00151,disciple
MS-TS-AR-00043-00151,of
MS-TS-AR-00043-00151,ḥunayn
MS-TS-AR-00043-00151,ibn
MS-TS-AR-00043-00151,isḥāq
MS-TS-AR-00043-00151,the
MS-TS-AR-00043-00151,extant
MS-TS-AR-00043-00151,text
MS-TS-AR-00043-00151,deal
MS-TS-AR-00043-00151,with
MS-TS-AR-00043-00151,the
MS-TS-AR-00043-00151,treatment
MS-TS-AR-00043-00151,of
MS-TS-AR-00043-00151,dropsy
MS-TS-AR-00043-00151,through
MS-TS-AR-00043-00151,purgative
MS-TS-AR-00043-00151,with
MS-TS-AR-00043-00151,loss
MS-TS-AR-00043-00151,of
MS-TS-AR-00043-00151,abdominal
MS-TS-AR-00043-00151,weight
MS-TS-AR-00043-00151,and
MS-TS-AR-00043-00151,the
MS-TS-AR-00043-00151,humour
MS-TS-AR-00043-00154,from
MS-TS-AR-00043-00154,treatise
MS-TS-AR-00043-00154,on
MS-TS-AR-00043-00154,phlebotomy
MS-TS-AR-00043-00154,attributed
MS-TS-AR-00043-00154,to
MS-TS-AR-00043-00154,certain
MS-TS-AR-00043-00154,al-rašīd
MS-TS-AR-00043-00154,here
MS-TS-AR-00043-00154,dealing
MS-TS-AR-00043-00154,with
MS-TS-AR-00043-00154,the
MS-TS-AR-00043-00154,use
MS-TS-AR-00043-00154,of
MS-TS-AR-00043-00154,phlebotomy
MS-TS-AR-00043-00154,to
MS-TS-AR-00043-00154,relieve
MS-TS-AR-00043-00154,pain
MS-TS-AR-00043-00154,in
MS-TS-AR-00043-00154,various
MS-TS-AR-00043-00154,part
MS-TS-AR-00043-00154,of
MS-TS-AR-00043-00154,the
MS-TS-AR-00043-00154,body
MS-TS-AR-00043-00154,phlebotomy
MS-TS-AR-00043-00154,of
MS-TS-AR-00043-00154,the
MS-TS-AR-00043-00154,saphenous
MS-TS-AR-00043-00154,vein
MS-TS-AR-00043-00154,to
MS-TS-AR-00043-00154,treat
MS-TS-AR-00043-00154,disease
MS-TS-AR-00043-00154,of
MS-TS-AR-00043-00154,the
MS-TS-AR-00043-00154,uterus
MS-TS-AR-00043-00154,and
MS-TS-AR-00043-00154,dysmenorrhea
MS-TS-AR-00043-00154,the
MS-TS-AR-00043-00154,application
MS-TS-AR-00043-00154,of
MS-TS-AR-00043-00154,phlebotomy
MS-TS-AR-00043-00154,to
MS-TS-AR-00043-00154,child
MS-TS-AR-00043-00154,and
MS-TS-AR-00043-00154,the
MS-TS-AR-00043-00154,elderly
MS-TS-AR-00043-00155,bifolium
MS-TS-AR-00043-00155,from
MS-TS-AR-00043-00155,medical
MS-TS-AR-00043-00155,work
MS-TS-AR-00043-00155,on
MS-TS-AR-00043-00155,pathology
MS-TS-AR-00043-00155,discussing
MS-TS-AR-00043-00155,the
MS-TS-AR-00043-00155,correct
MS-TS-AR-00043-00155,diet
MS-TS-AR-00043-00155,in
MS-TS-AR-00043-00155,case
MS-TS-AR-00043-00155,of
MS-TS-AR-00043-00155,different
MS-TS-AR-00043-00155,type
MS-TS-AR-00043-00155,of
MS-TS-AR-00043-00155,fever
MS-TS-AR-00043-00156,bifolium
MS-TS-AR-00043-00156,from
MS-TS-AR-00043-00156,medical
MS-TS-AR-00043-00156,treatise
MS-TS-AR-00043-00156,dealing
MS-TS-AR-00043-00156,with
MS-TS-AR-00043-00156,fever
MS-TS-AR-00043-00156,in
MS-TS-AR-00043-00156,particular
MS-TS-AR-00043-00156,ephemeral
MS-TS-AR-00043-00156,fever
MS-TS-AR-00043-00156,their
MS-TS-AR-00043-00156,symptom
MS-TS-AR-00043-00156,and
MS-TS-AR-00043-00156,treatment
MS-TS-AR-00043-00156,the
MS-TS-AR-00043-00156,fragment
MS-TS-AR-00043-00156,mention
MS-TS-AR-00043-00156,hippocrates
MS-TS-AR-00043-00160,from
MS-TS-AR-00043-00160,medico-philosophical
MS-TS-AR-00043-00160,work
MS-TS-AR-00043-00160,dealing
MS-TS-AR-00043-00160,with
MS-TS-AR-00043-00160,the
MS-TS-AR-00043-00160,five
MS-TS-AR-00043-00160,sens
MS-TS-AR-00043-00160,and
MS-TS-AR-00043-00160,discussing
MS-TS-AR-00043-00160,the
MS-TS-AR-00043-00160,relationship
MS-TS-AR-00043-00160,between
MS-TS-AR-00043-00160,the
MS-TS-AR-00043-00160,body
MS-TS-AR-00043-00160,and
MS-TS-AR-00043-00160,the
MS-TS-AR-00043-00160,soul
MS-TS-AR-00043-00165,bifolium
MS-TS-AR-00043-00165,from
MS-TS-AR-00043-00165,medical
MS-TS-AR-00043-00165,work
MS-TS-AR-00043-00165,dealing
MS-TS-AR-00043-00165,with
MS-TS-AR-00043-00165,general
MS-TS-AR-00043-00165,medical
MS-TS-AR-00043-00165,theory
MS-TS-AR-00043-00165,and
MS-TS-AR-00043-00165,anatomy
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,humour
MS-TS-AR-00043-00165,and
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,formation
MS-TS-AR-00043-00165,of
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,organ
MS-TS-AR-00043-00165,of
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,body
MS-TS-AR-00043-00165,description
MS-TS-AR-00043-00165,of
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,bone
MS-TS-AR-00043-00165,and
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,anatomy
MS-TS-AR-00043-00165,of
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,head
MS-TS-AR-00043-00165,the
MS-TS-AR-00043-00165,main
MS-TS-AR-00043-00165,source
MS-TS-AR-00043-00165,of
MS-TS-AR-00043-00165,information
MS-TS-AR-00043-00165,is
MS-TS-AR-00043-00165,avicenna
MS-TS-AR-00043-00165,al-qanūn
MS-TS-AR-00043-00165,fī
MS-TS-AR-00043-00165,l-ṭibb
MS-TS-AR-00043-00165,canon
MS-TS-AR-00043-00165,of
MS-TS-AR-00043-00165,medicine
MS-TS-AR-00043-00165,ed
MS-TS-AR-00043-00165,būlāq
MS-TS-AR-00043-00166,bifolium
MS-TS-AR-00043-00166,from
MS-TS-AR-00043-00166,work
MS-TS-AR-00043-00166,on
MS-TS-AR-00043-00166,ophthalmology
MS-TS-AR-00043-00166,describing
MS-TS-AR-00043-00166,various
MS-TS-AR-00043-00166,eye
MS-TS-AR-00043-00166,complaint
MS-TS-AR-00043-00166,and
MS-TS-AR-00043-00166,their
MS-TS-AR-00043-00166,treatment
MS-TS-AR-00043-00166,including
MS-TS-AR-00043-00166,haemorrhage
MS-TS-AR-00043-00166,and
MS-TS-AR-00043-00166,bloodspots
MS-TS-AR-00043-00166,in
MS-TS-AR-00043-00166,the
MS-TS-AR-00043-00166,eye
MS-TS-AR-00043-00167,from
MS-TS-AR-00043-00167,philosophical
MS-TS-AR-00043-00167,work
MS-TS-AR-00043-00167,here
MS-TS-AR-00043-00167,dealing
MS-TS-AR-00043-00167,with
MS-TS-AR-00043-00167,the
MS-TS-AR-00043-00167,body
MS-TS-AR-00043-00167,and
MS-TS-AR-00043-00167,it
MS-TS-AR-00043-00167,faculty
MS-TS-AR-00043-00167,and
MS-TS-AR-00043-00167,the
MS-TS-AR-00043-00167,soul
MS-TS-AR-00043-00167,verso
MS-TS-AR-00043-00167,focus
MS-TS-AR-00043-00167,on
MS-TS-AR-00043-00167,the
MS-TS-AR-00043-00167,heart
MS-TS-AR-00043-00169,part
MS-TS-AR-00043-00169,of
MS-TS-AR-00043-00169,leaf
MS-TS-AR-00043-00169,from
MS-TS-AR-00043-00169,medical
MS-TS-AR-00043-00169,work
MS-TS-AR-00043-00169,focussing
MS-TS-AR-00043-00169,on
MS-TS-AR-00043-00169,disease
MS-TS-AR-00043-00169,of
MS-TS-AR-00043-00169,the
MS-TS-AR-00043-00169,skin
MS-TS-AR-00043-00169,and
MS-TS-AR-00043-00169,eye
MS-TS-AR-00043-00172,bifolium
MS-TS-AR-00043-00172,from
MS-TS-AR-00043-00172,medical
MS-TS-AR-00043-00172,work
MS-TS-AR-00043-00172,dealing
MS-TS-AR-00043-00172,with
MS-TS-AR-00043-00172,general
MS-TS-AR-00043-00172,medical
MS-TS-AR-00043-00172,topic
MS-TS-AR-00043-00172,element
MS-TS-AR-00043-00172,and
MS-TS-AR-00043-00172,humour
MS-TS-AR-00043-00172,in
MS-TS-AR-00043-00172,the
MS-TS-AR-00043-00172,body
MS-TS-AR-00043-00172,blood
MS-TS-AR-00043-00172,and
MS-TS-AR-00043-00172,the
MS-TS-AR-00043-00172,effectiveness
MS-TS-AR-00043-00172,of
MS-TS-AR-00043-00172,phlebotomy
MS-TS-AR-00043-00172,there
MS-TS-AR-00043-00172,is
MS-TS-AR-00043-00172,also
MS-TS-AR-00043-00172,pharmacopoeic
MS-TS-AR-00043-00172,portion
MS-TS-AR-00043-00172,with
MS-TS-AR-00043-00172,recipe
MS-TS-AR-00043-00172,for
MS-TS-AR-00043-00172,two
MS-TS-AR-00043-00172,toothpaste
MS-TS-AR-00043-00173,bifolium
MS-TS-AR-00043-00173,from
MS-TS-AR-00043-00173,an
MS-TS-AR-00043-00173,ophthalmological
MS-TS-AR-00043-00173,work
MS-TS-AR-00043-00173,presented
MS-TS-AR-00043-00173,in
MS-TS-AR-00043-00173,the
MS-TS-AR-00043-00173,form
MS-TS-AR-00043-00173,of
MS-TS-AR-00043-00173,question
MS-TS-AR-00043-00173,and
MS-TS-AR-00043-00173,answer
MS-TS-AR-00043-00173,and
MS-TS-AR-00043-00173,dealing
MS-TS-AR-00043-00173,with
MS-TS-AR-00043-00173,the
MS-TS-AR-00043-00173,following
MS-TS-AR-00043-00173,ailment
MS-TS-AR-00043-00173,disease
MS-TS-AR-00043-00173,of
MS-TS-AR-00043-00173,the
MS-TS-AR-00043-00173,eyelid
MS-TS-AR-00043-00173,conjunctivitis
MS-TS-AR-00043-00173,inflammation
MS-TS-AR-00043-00173,and
MS-TS-AR-00043-00173,pu
MS-TS-AR-00043-00173,formation
MS-TS-AR-00043-00173,in
MS-TS-AR-00043-00173,the
MS-TS-AR-00043-00173,inner
MS-TS-AR-00043-00173,eye
MS-TS-AR-00043-00173,lachrymal
MS-TS-AR-00043-00173,abscess
MS-TS-AR-00043-00173,and
MS-TS-AR-00043-00173,their
MS-TS-AR-00043-00173,treatment
MS-TS-AR-00043-00174,closing
MS-TS-AR-00043-00174,page
MS-TS-AR-00043-00174,of
MS-TS-AR-00043-00174,judaeo-arabic
MS-TS-AR-00043-00174,version
MS-TS-AR-00043-00174,of
MS-TS-AR-00043-00174,the
MS-TS-AR-00043-00174,arabic
MS-TS-AR-00043-00174,translation
MS-TS-AR-00043-00174,of
MS-TS-AR-00043-00174,galen
MS-TS-AR-00043-00174,de
MS-TS-AR-00043-00174,cholera
MS-TS-AR-00043-00174,nigra
MS-TS-AR-00043-00174,kitāb
MS-TS-AR-00043-00174,al-mirra
MS-TS-AR-00043-00174,al-sawdāʾ
MS-TS-AR-00043-00174,by
MS-TS-AR-00043-00174,stephanus
MS-TS-AR-00043-00174,son
MS-TS-AR-00043-00174,of
MS-TS-AR-00043-00174,basilius
MS-TS-AR-00043-00174,the
MS-TS-AR-00043-00174,fragment
MS-TS-AR-00043-00174,includes
MS-TS-AR-00043-00174,the
MS-TS-AR-00043-00174,colophon
MS-TS-AR-00043-00174,which
MS-TS-AR-00043-00174,state
MS-TS-AR-00043-00174,that
MS-TS-AR-00043-00174,the
MS-TS-AR-00043-00174,book
MS-TS-AR-00043-00174,wa
MS-TS-AR-00043-00174,translated
MS-TS-AR-00043-00174,from
MS-TS-AR-00043-00174,greek
MS-TS-AR-00043-00174,belongs
MS-TS-AR-00043-00174,with
MS-TS-AR-00043-00174,t-s
MS-TS-AR-00043-00178,leaf
MS-TS-AR-00043-00178,from
MS-TS-AR-00043-00178,booklet
MS-TS-AR-00043-00178,on
MS-TS-AR-00043-00178,astral-medicine
MS-TS-AR-00043-00178,detailing
MS-TS-AR-00043-00178,the
MS-TS-AR-00043-00178,possible
MS-TS-AR-00043-00178,illness
MS-TS-AR-00043-00178,that
MS-TS-AR-00043-00178,may
MS-TS-AR-00043-00178,develop
MS-TS-AR-00043-00178,in
MS-TS-AR-00043-00178,correspondence
MS-TS-AR-00043-00178,with
MS-TS-AR-00043-00178,particular
MS-TS-AR-00043-00178,position
MS-TS-AR-00043-00178,of
MS-TS-AR-00043-00178,the
MS-TS-AR-00043-00178,star
MS-TS-AR-00043-00178,and
MS-TS-AR-00043-00178,planet
MS-TS-AR-00043-00178,in
MS-TS-AR-00043-00178,the
MS-TS-AR-00043-00178,sky
MS-TS-AR-00043-00180,leaf
MS-TS-AR-00043-00180,from
MS-TS-AR-00043-00180,booklet
MS-TS-AR-00043-00180,on
MS-TS-AR-00043-00180,pharmacopoeia
MS-TS-AR-00043-00180,mostly
MS-TS-AR-00043-00180,likely
MS-TS-AR-00043-00180,for
MS-TS-AR-00043-00180,personal
MS-TS-AR-00043-00180,use
MS-TS-AR-00043-00180,it
MS-TS-AR-00043-00180,describes
MS-TS-AR-00043-00180,the
MS-TS-AR-00043-00180,preparation
MS-TS-AR-00043-00180,of
MS-TS-AR-00043-00180,collyrium
MS-TS-AR-00043-00180,eye
MS-TS-AR-00043-00180,wash
MS-TS-AR-00043-00180,and
MS-TS-AR-00043-00180,different
MS-TS-AR-00043-00180,kind
MS-TS-AR-00043-00180,of
MS-TS-AR-00043-00180,snuff
MS-TS-AR-00043-00180,for
MS-TS-AR-00043-00180,nasal
MS-TS-AR-00043-00180,consumption
MS-TS-AR-00043-00180,the
MS-TS-AR-00043-00180,fragment
MS-TS-AR-00043-00180,also
MS-TS-AR-00043-00180,includes
MS-TS-AR-00043-00180,instruction
MS-TS-AR-00043-00180,for
MS-TS-AR-00043-00180,performing
MS-TS-AR-00043-00180,cauterisation
MS-TS-AR-00043-00180,of
MS-TS-AR-00043-00180,the
MS-TS-AR-00043-00180,temple
MS-TS-AR-00043-00180,in
MS-TS-AR-00043-00180,case
MS-TS-AR-00043-00180,of
MS-TS-AR-00043-00180,extreme
MS-TS-AR-00043-00180,headache
MS-TS-AR-00043-00191,bifolium
